Time Diff, Data, meas
10235,559,ACC1Z
10235,0,CHIP1T
10253,269,REVCNT
10256,3884,RPM
10256,30,TPS
10257,109,MAP
10274,270,REVCNT
10277,3802,RPM
10278,30,TPS
10279,109,MAP
10301,273,REVCNT
10304,3522,RPM
10305,30,TPS
10306,109,MAP
10323,274,REVCNT
10327,3435,RPM
10328,30,TPS
10328,109,MAP
10348,515,ACC1X
10351,504,ACC1Y
10351,632,ACC1Z
10352,0,CHIP1T
10369,275,REVCNT
10372,3351,RPM
10377,40,TPS
10377,109,MAP
10394,277,REVCNT
10398,3333,RPM
10398,0,TPS
10399,109,MAP
10422,280,REVCNT
10425,3356,RPM
10425,0,TPS
10426,109,MAP
10443,281,REVCNT
10446,3270,RPM
10447,0,TPS
10448,108,MAP
10468,482,ACC1X
10471,528,ACC1Y
10472,627,ACC1Z
10472,0,CHIP1T
10488,282,REVCNT
10491,3168,RPM
10492,0,TPS
10493,109,MAP
10511,283,REVCNT
10514,3062,RPM
10515,0,TPS
10515,109,MAP
10537,285,REVCNT
10541,2874,RPM
10542,0,TPS
10543,108,MAP
10560,286,REVCNT
10563,2796,RPM
10570,0,TPS
10570,108,MAP
10590,475,ACC1X
10593,568,ACC1Y
10594,611,ACC1Z
10595,0,CHIP1T
10611,287,REVCNT
10614,2728,RPM
10615,0,TPS
10615,109,MAP
10634,289,REVCNT
